Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"","Scalable Data-Oriented Replication with Flexible Consistency in Real-Time Data Systems",2016,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.5334/dsj-2016-004","",174,"2025-02-06 14:28:58","journal-article","10.5334/dsj-2016-004","1683-1470","",15,,,,3,0.33,0,0,9,"","https://doi.org/10.5334/dsj-2016-004",""
3,"Priscilla Lüdtke Espíndola, José Francisco Salm Junior, Francisco Rosa, Jordan Paulesky Juliani","Governança de dados aplicada à ciência da informação",2018,"RDBCI Revista Digital de Biblioteconomia e Ciência da Informação","Universidade Estadual de Campinas","https://doi.org/10.20396/rdbci.v16i3.8651080","",194,"2025-02-06 14:28:58","journal-article","10.20396/rdbci.v16i3.8651080","1678-765X","",16,3,274,298,3,0.43,1,4,7,"Os dados são insumos valiosos para as organizações e para estudos científicos. Para que os dados científicos possam ser empregados em estudos relacionados à Avaliação Motora, e produzirem resultados confiáveis, é necessária a adoção de boas práticas de coleta, armazenamento e recuperação. Esta pesquisa tem como objetivo aplicar o “Modelo de ciclo de vida dos dados” e as ferramentas de governança de dados para identificar oportunidades de melhorias para o Sistema de Avaliação Motora, especialmente com relação a qualidade de dados. Quanto aos aspectos metodológicos, o estudo é caracterizado como uma pesquisa aplicada com caráter exploratório, coleta de dados realizada por meio de pesquisa-ação, e análise dos dados por meio de métodos qualitativos. Como resultados, constatou-se a necessidade de redesenhar o sistema estudado, incluindo mecanismo para tratamento dos dados para evitar duplicidade e garantir homogeneidade e completude. Igualmente, verificou-se ser necessário criar e implementar uma política para restringir que somente profissionais da saúde e da educação aptos possam inserir dados no Sistema. Compreende-se que as boas práticas da governança de dados, princípios do “Modelo de ciclo de vida dos dados” e demais ferramentas adotadas neste estudo contribuíram para diagnosticar falhas e identificar oportunidades de melhoria no Sistema de Avaliação Motora.","https://periodicos.sbu.unicamp.br/ojs/index.php/rdbci/article/viewFile/8651080/pdf_1",""
3,"S. C. Lambert","e-Infrastructure, Science Data and CRIS",2010,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.cris7","",247,"2025-02-06 14:28:58","journal-article","10.2481/dsj.cris7","1683-1470","",9,,,,3,0.20,3,1,15,"","https://doi.org/10.2481/dsj.CRIS7",""
3,"Gregor Erbach","Data-centric view in e-Science information systems",2006,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.5.219","",311,"2025-02-06 14:28:58","journal-article","10.2481/dsj.5.219","1683-1470","",5,,219,222,3,0.16,3,1,19,"","https://doi.org/10.2481/dsj.5.219",""
3,"JaCoya Thompson, Golnaz Arastoopour Irgens","Data Detectives: A Data Science Program for Middle Grade Learners",2022,"Journal of Statistics and Data Science Education","Informa UK Limited","https://doi.org/10.1080/26939169.2022.2034489","",315,"2025-02-06 14:28:58","journal-article","10.1080/26939169.2022.2034489","2693-9169","",30,1,29,38,3,1.00,2,2,3,"","https://www.tandfonline.com/doi/pdf/10.1080/26939169.2022.2034489",""
3,"Philippe De Brouwer","The Big R‐Book",2020,"","Wiley","https://doi.org/10.1002/9781119632757","",338,"2025-02-06 14:28:58","monograph","10.1002/9781119632757","","",,,,,3,0.60,3,1,5,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119632757",""
3,"Martin Braschler, Thilo Stadelmann, Kurt Stockinger","Data Science",2019,"Applied Data Science","Springer International Publishing","https://doi.org/10.1007/978-3-030-11821-1_2","",341,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-030-11821-1_2","","",,,17,29,3,0.50,1,3,6,"","http://link.springer.com/content/pdf/10.1007/978-3-030-11821-1_2",""
3,"Luiz Paulo Fávero, Patrícia Belfiore, Rafael de Freitas Souza","Overview of data science, analytics, and machine learning",2023,"Data Science, Analytics and Machine Learning with R","Elsevier","https://doi.org/10.1016/b978-0-12-824271-1.00034-2","",443,"2025-02-06 14:28:58","book-chapter","10.1016/b978-0-12-824271-1.00034-2","","",,,3,6,3,1.50,1,3,2,"","https://api.elsevier.com/content/article/PII:B9780128242711000342",""
3,"Max Welling","Artificial Intelligence versus Intelligence Engineering",2019,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.364ce476","",451,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.364ce476","","",,,,,3,0.50,3,1,6,"","",""
3,"David Banks","A Conversation about COVID-19 with Biostatisticians and Epidemiologists",2020,"Harvard Data Science Review","MIT Press - Journals","https://doi.org/10.1162/99608f92.a1f00368","",669,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.a1f00368","","",,,,,3,0.60,3,1,5,"","",""
3,"Frank Schweitzer","Scientific networks and success in science",2014,"EPJ Data Science","Springer Science and Business Media LLC","https://doi.org/10.1140/epjds/s13688-014-0035-8","",742,"2025-02-06 14:28:58","journal-article","10.1140/epjds/s13688-014-0035-8","2193-1127","",3,1,,,3,0.27,3,1,11,"","http://link.springer.com/content/pdf/10.1140/epjds/s13688-014-0035-8.pdf",""
3,"Tee Zhen Quan, Mafas Raheem","Human Resource Analytics on Data Science Employment Based on Specialized Skill Sets with Salary Prediction",2023,"International Journal of Data Science","Insight Society","https://doi.org/10.18517/ijods.4.1.40-59.2023","",755,"2025-02-06 14:28:58","journal-article","10.18517/ijods.4.1.40-59.2023","2722-2039","",4,1,40,59,3,1.50,2,2,2,"The research aims to perform meaningful human resource analysis on data science employment using the strong influences of specialized skills set with assisting salary prediction. With explosive big data development, a data science job shortage has occurred with high accurate recruitment demand to hire suitable professionals for specific data science roles. To achieve such outcomes, the current data science employment trends were analyzed based on a secondary dataset. Useful analytics insights for job securement and better career development were provided through the main dashboard. Besides, the significant in-demand data science skill variables were also identified for further effective model building. Particularly, certain data pre-processing techniques were performed extensively to prepare and optimize the dataset for the mentioned human resource analytics purposes. The ensemble model was selected as the most suitable salary prediction model with the lowest Average Squared Error (ASE) on validation. Despite the low prediction accuracy caused by numerous filtered skill variables, the salary prediction model’s main objective was to interpret the relationships between input variables and the target salary levels variable. Overall, the results from both the human resource analytic dashboard and salary prediction model were tally where a detailed analytic report was provided to encourage different data science roles with specific and effective career development guidance, using salary as the motivation key.","http://www.ijods.org/index.php/ds/article/download/64/45",""
3,"","Introduction: Why Data Science Needs Feminism",2020,"Data Feminism","The MIT Press","https://doi.org/10.7551/mitpress/11805.003.0002","",766,"2025-02-06 14:28:58","book-chapter","10.7551/mitpress/11805.003.0002","","",,,1,20,3,0.60,0,0,5,"","https://direct.mit.edu/books/book/chapter-pdf/2390359/9780262358521_cac.pdf",""
3,"B. Suchitra","Semi-Structured Data Structured Data Conversion Using Data Mining Methods",2017,"International Journal of Emerging Trends in Science and Technology","Valley International","https://doi.org/10.18535/ijetst/v4i10.15","",780,"2025-02-06 14:28:58","journal-article","10.18535/ijetst/v4i10.15","2348-9480","",4,10,,,3,0.38,3,1,8,"","",""
3,"Harvinder Atwal","The Problem with Data Science",2019,"Practical DataOps","Apress","https://doi.org/10.1007/978-1-4842-5104-1_1","",811,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-5104-1_1","","",,,3,26,3,0.50,3,1,6,"","http://link.springer.com/content/pdf/10.1007/978-1-4842-5104-1_1",""
2,"Tejashri Patil, Archana K. Bhavsar","Data Science Team Roles and Need of Data Science: A Review of Different Cases",2020,"Lecture Notes on Data Engineering and Communications Technologies","Springer Singapore","https://doi.org/10.1007/978-981-15-4474-3_2","",13,"2025-02-06 14:28:58","book-chapter","10.1007/978-981-15-4474-3_2","2367-4512","",,,13,22,2,0.40,1,2,5,"","http://link.springer.com/content/pdf/10.1007/978-981-15-4474-3_2",""
2,"Shawn Taylor","NEON NIST data science evaluation challenge: Methods and results of team Shawn",2018,"","PeerJ","https://doi.org/10.7287/peerj.preprints.26967v1","",66,"2025-02-06 14:28:58","posted-content","10.7287/peerj.preprints.26967v1","","",,,,,2,0.29,2,1,7,"This paper describes the methods used in the submission for team Shawn for the data science competition “Airborne Remote Sensing to Ecological Information”. I used canopy height rasters as well as NDVI rasters of the study area. I first filtered out pixels using a minimum NDVI threshold, then derived individual tree crowns using a watershed algorithm. I imposed limits on tree crown size and number using a minimum distance between two crowns and a maximum crown radius. All parameters were derived by minimizing the Jaccard coefficient. The final Jaccard coefficient on the training data was 0.117. All methods were implemented in Python are are available in code repositories.","https://peerj.com/preprints/26967v1.pdf",""
2,"","Data Science in Heavy Industry and the Internet of Things",2020,"Harvard Data Science Review","MIT Press - Journals","https://doi.org/10.1162/99608f92.834c6595","",70,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.834c6595","","",,,,,2,0.40,0,0,5,"","",""
2,"Kerk F. Kee, Alex Olshansky, Shan Xu","An Organizational Framework of Institutional Stakeholder Engagement for Capacity to Support Big Data Science Teams Towards Cyberinfrastructure Diffusion",2022,"2022 IEEE International Conference on Big Data (Big Data)","IEEE","https://doi.org/10.1109/bigdata55660.2022.10020213","",72,"2025-02-06 14:28:58","proceedings-article","10.1109/bigdata55660.2022.10020213","","",,,2655,2659,2,0.67,1,3,3,"","http://xplorestaging.ieee.org/ielx7/10020192/10020156/10020213.pdf?arnumber=10020213",""
2,"Conor A McMahon","NEON NIST data science evaluation challenge: methods and results of team Conor",2018,"","PeerJ","https://doi.org/10.7287/peerj.preprints.26977v1","",79,"2025-02-06 14:28:58","posted-content","10.7287/peerj.preprints.26977v1","","",,,,,2,0.29,2,1,7,"The NIST DSE Plant Identification challenge is a new periodic competition focused on improving and generalizing remote sensing processing methods for forest landscapes. To compete in the competition, I created a pipeline to perform three remote sensing tasks. First, a NDVI- and height-thresholded watershed segmentation was performed to identify individual tree crowns using LIDAR height measurements. Second, remote sensing data for segmented crowns was aligned with ground measurements by choosing the set of pairings which minimized error in position and in crown area as predicted by stem height. Third, species classification was performed by reducing the dataset's dimensionality through PCA and then constructing a set of maximum likelihood classifiers to estimate species likelihoods for each tree. Of the three algorithms, the classification routine exhibited the strongest relative performance, with the segmentation algorithm performing the least well.","https://peerj.com/preprints/26977v1.pdf",""
2,"Jianhui Li","Big Research Data and Data Science",2015,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.5334/dsj-2015-001","",95,"2025-02-06 14:28:58","journal-article","10.5334/dsj-2015-001","1683-1470","",14,,,,2,0.20,2,1,10,"","https://doi.org/10.5334/dsj-2015-001",""
2,"Alessandro Mantelero, Giuseppe Vaciago","Legal aspects of information science, data science, and Big Data ∗",2017,"Frontiers in Data Science","CRC Press","https://doi.org/10.1201/9781315156408-1","",97,"2025-02-06 14:28:58","book-chapter","10.1201/9781315156408-1","","",,,1,46,2,0.25,1,2,8,"","",""
2,"William F. Lawless","Autonomous human-machine teams: Reality constrains logic, but hides the complexity of data dependency",2022,"Data Science in Finance and Economics","American Institute of Mathematical Sciences (AIMS)","https://doi.org/10.3934/dsfe.2022023","",99,"2025-02-06 14:28:58","journal-article","10.3934/dsfe.2022023","2769-2140","",2,4,464,499,2,0.67,2,1,3,"<abstract> <p>In this review, scientists have struggled to apply logic to rational beliefs of collectives, concluding that belief logics fail in the face of conflict and uncertainty where reality governs. We have generalized this finding by concluding that traditional social science based on independent concepts about individuals and interpretations of reality requires too many fixes to address its replication crisis, yet ignores the generalization of individuals to teams, for which social science has become largely irrelevant. Unable to process the data dependencies of autonomous human-machine teammates in orthogonal roles for successful teams, producing zero correlations, this problem extends to traditional social science predicated on the belief that perceptions in closed systems (laboratories) are eality. But, as the National Academy of Sciences has noted, this assumption fails in open spaces. Thus, the study of group processes has de-evolved to become overly focused on individuals (e.g., biases), which do not generalize to teams. For a theory of autonomous human-machine teams and systems, generalization is critical. By using an open-systems approach, we have been able to explain the failures of social science, and its ack of success in the field, and we have generalized to autonomous human-machine teams and human-human teams. We extend our theory to conclude that traditional belief logics uses assumptions that, if not tested in reality (e.g., with debates), can be lethal (e.g, DoD's drone tragedy in Afghanistan in 2021). We conclude that an AI machine operating interdependently with a human teammate, jointly challenging each other's beliefs about reality while sharing and shaping their experiences, is the path to autonomy in the open, justifying our research program.</p> </abstract>","http://www.aimspress.com/article/doi/10.3934/DSFE.2022023?viewType=html",""
2,"Sandro Rautenberg, Paulo Ricardo Viviurka do Carmo","Big data e ciência de dados",2019,"Brazilian Journal of Information Science: research trends","Faculdade de Filosofia e Ciências","https://doi.org/10.36311/1981-1640.2019.v13n1.06.p56","",127,"2025-02-06 14:28:58","journal-article","10.36311/1981-1640.2019.v13n1.06.p56","1981-1640","",13,1,56,67,2,0.33,1,2,6,"Atualmente, produz-se volumosas bases de dados para os mais variados domínios, devido à evolução e ao uso massivo das Tecnologias de Informação e Comunicação. Neste contexto, desenvolver instrumentos voltados para extrair informações a partir do Big Data, fomentando o conhecimento no Processo de Tomada de Decisão, desperta a atenção das organizações. Na evolução dados ? informação ? conhecimento, requer-se a sinergia de competências de especialistas ao fomentar uma nova área de atuação, a Ciência de Dados. Como atribuições da área estão: obter dados originados de fontes heterogêneas e distribuídas na web; formalizar o tratamento dos dados e metadados; e arquitetar a exploração dos dados e metadados para produzir informação relevante no Processo de Tomada de Decisão. Considerando essas assertivas, o objetivo deste artigo é evidenciar a diferença e a complementariedade dos conceitos Big Data e Ciência de Dados. Como resultado, pontua-se que o Big Data é um termo intrínseco à infraestrutura do hardware e de serviços computacionais em nuvem necessários para o armazenamento, processamento e a distribuição de recursos. Em relação à Ciência de Dados, este é conexo à camada dos softwares para transformação dados em informação, subsidiando os tomadores de decisão em suas Tarefas Intensivas em Conhecimento.","https://revistas.marilia.unesp.br/index.php/bjis/article/download/8315/5641",""
2,"Bernhard Tellenbach, Marc Rennhard, Remo Schweizer","Security of Data Science and Data Science for Security",2019,"Applied Data Science","Springer International Publishing","https://doi.org/10.1007/978-3-030-11821-1_15","",145,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-030-11821-1_15","","",,,265,288,2,0.33,1,3,6,"","http://link.springer.com/content/pdf/10.1007/978-3-030-11821-1_15",""
2,"Kara Karpman, Sumanta Basu, David Easley, Sanghee Kim","Learning Financial Networks with High-Frequency Trade Data",2023,"Data Science in Science","Informa UK Limited","https://doi.org/10.1080/26941899.2023.2166624","",169,"2025-02-06 14:28:58","journal-article","10.1080/26941899.2023.2166624","2694-1899","",2,1,,,2,1.00,1,4,2,"","https://www.tandfonline.com/doi/pdf/10.1080/26941899.2023.2166624",""
2,"Michele Dalponte, Lorenzo Frizzera, Damiano Gianelle","NEON NIST data science evaluation challenge: methods and results of team FEM",2018,"","PeerJ","https://doi.org/10.7287/peerj.preprints.26973v1","",193,"2025-02-06 14:28:58","posted-content","10.7287/peerj.preprints.26973v1","","",,,,,2,0.29,1,3,7,"An international data science challenge, called NEON NIST data science evaluation, was set up in autumn 2017 with the goal to improve the use of remote sensing data in ecological applications. The competition was divided into three tasks: 1) segmentation of tree crowns; 2) data alignment; and 3) tree species classification. In this paper the methods and results of team FEM in the NEON NIST data science evaluation challenge are presented. The individual tree crown (ITC) segmentation (Task 1 of the challenge) was done using a region growing method applied to a near-infrared band of the hyperspectral images. The optimization of the parameters of the segmentation algorithm was done in a supervised way on the basis of the Jaccard score using the training set provided by the organizers. The alignment (Task 2) between the segmented ITCs and the ground measured trees was done using an Euclidean distance among the position, the height, and the crown radius of the ITCs and the ground trees. The classification (Task 3) was performed using a Support Vector Machine classifier applied to a selection of the hyperspectral bands. The selection of the bands was done using a Sequential Forward Floating Selection method and the Jeffries Matusita distance. The results in the three tasks were very promising: team FEM ranked first in Task 1 and 2, and second in Task 3. The segmentation results showed that the proposed approach segmented both small and large crowns. The alignment was correctly done for all the test samples. The classification results were good, even if the accuracy was biased towards the most represented species.","https://peerj.com/preprints/26973v1.pdf",""
2,"Allison S. Theobold, Stacey A. Hancock, Sara Mannheimer","Designing Data Science Workshops for Data-Intensive Environmental Science Research",2021,"Journal of Statistics and Data Science Education","Informa UK Limited","https://doi.org/10.1080/10691898.2020.1854636","",208,"2025-02-06 14:28:58","journal-article","10.1080/10691898.2020.1854636","2693-9169","",29,,,,2,0.50,1,3,4,"","https://www.tandfonline.com/doi/pdf/10.1080/10691898.2020.1854636",""
2,"Chaolemen Borjigin","Python and Data Science",2023,"Python Data Science","Springer Nature Singapore","https://doi.org/10.1007/978-981-19-7702-2_1","",223,"2025-02-06 14:28:58","book-chapter","10.1007/978-981-19-7702-2_1","","",,,1,17,2,1.00,2,1,2,"","https://link.springer.com/content/pdf/10.1007/978-981-19-7702-2_1",""
2,"Julia Lane, Ernesto Gimeno, Ekaterina Levitskaya, Zheyuan Zhang, Alberto Zigoni","Data Inventories for the Modern Age? Using Data Science to Open Government Data",2022,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.8a3f2336","",273,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.8a3f2336","","",,,,,2,0.67,0,5,3,"","",""
2,"Laura Haas, Alfred Hero, Robert Lue","Highlights of the National Academies Report on ""Undergraduate Data Science: Opportunities and Options”",2019,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.38f16b68","",324,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.38f16b68","","",,,,,2,0.33,1,3,6,"","",""
2,"Curtis D. Curry","Coaching Global Teams and Global Team Leaders",2014,"Leading Global Teams","Springer New York","https://doi.org/10.1007/978-1-4939-2050-1_7","",343,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4939-2050-1_7","","",,,141,168,2,0.18,2,1,11,"","https://link.springer.com/content/pdf/10.1007/978-1-4939-2050-1_7",""
2,"Elisa Bertino","Introduction to Data Science and Engineering",2016,"Data Science and Engineering","Springer Science and Business Media LLC","https://doi.org/10.1007/s41019-016-0005-1","",432,"2025-02-06 14:28:58","journal-article","10.1007/s41019-016-0005-1","2364-1185","",1,1,1,3,2,0.22,2,1,9,"","http://link.springer.com/content/pdf/10.1007/s41019-016-0005-1.pdf",""
2,"Paul P. Biemer","Data Quality and Inference Errors",2020,"Big Data and Social Science","Chapman and Hall/CRC","https://doi.org/10.1201/9780429324383-10","",512,"2025-02-06 14:28:58","book-chapter","10.1201/9780429324383-10","","",,,251,280,2,0.40,2,1,5,"","",""
2,"Albert Ali Salah, Cansu Canca, Erman Bariş","Ethical and Legal Concerns on Data Science for Large-Scale Human Mobility",2022,"Data Science for Migration and Mobility","British Academy","https://doi.org/10.5871/bacad/9780197267103.003.0002","",522,"2025-02-06 14:28:58","book-chapter","10.5871/bacad/9780197267103.003.0002","","",,,24,48,2,0.67,1,3,3,"<p>Emerging technologies make new tools available for studying large scale human mobility, including satellite imaging, mobile phones, social media, and virtually any large scale data repository that contains traces of human behaviour. The speed with which these potential surveillance venues opened up have made it impossible for the legal and regulatory frameworks to keep up, and a range of ethical issues have became very prominent. In this chapter, we provide a starting point for thinking through the ethical and legal concerns of applying data science to the host of traces human activity generates, and their use in humanitarian projects, academic studies, and policy decisions. We define core concepts, discuss examples, and provide guidelines, tools, and further reading suggestions to help the reader navigate this burgeoning area.</p>","",""
2,"Alan Said, Vicenç Torra","Data Science: An Introduction",2018,"Studies in Big Data","Springer International Publishing","https://doi.org/10.1007/978-3-319-97556-6_1","",530,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-319-97556-6_1","2197-6503","",,,1,6,2,0.29,1,2,7,"","http://link.springer.com/content/pdf/10.1007/978-3-319-97556-6_1",""
2,"Francis Bach","On the Effectiveness of Richardson Extrapolation in Data Science",2021,"SIAM Journal on Mathematics of Data Science","Society for Industrial & Applied Mathematics (SIAM)","https://doi.org/10.1137/21m1397349","",540,"2025-02-06 14:28:58","journal-article","10.1137/21m1397349","2577-0187","",3,4,1251,1277,2,0.50,2,1,4,"","https://epubs.siam.org/doi/pdf/10.1137/21M1397349",""
2,"Eamonn G. Keogh","Data, Mining Time Series Data",2011,"International Encyclopedia of Statistical Science","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-642-04898-2_19","",554,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-642-04898-2_19","","",,,339,342,2,0.14,2,1,14,"","http://link.springer.com/content/pdf/10.1007/978-3-642-04898-2_19",""
2,"Laurie Trenary, Timothy DelSole","Skillful statistical prediction of subseasonal temperature by training on dynamical model data",2023,"Environmental Data Science","Cambridge University Press (CUP)","https://doi.org/10.1017/eds.2023.2","",597,"2025-02-06 14:28:58","journal-article","10.1017/eds.2023.2","2634-4602","",2,,,,2,1.00,1,2,2,"Abstract: This paper derives statistical models for predicting wintertime subseasonal temperature over the western US. The statistical models are trained on two separate datasets, namely observations and dynamical model simulations, and are based on least absolute shrinkage and selection operator (lasso). Surprisingly, statistical models trained on dynamical model simulations can predict observations better than observation-trained models. One reason for this is that simulations involve orders of magnitude more data than observational datasets.","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S263446022300002X",""
2,"Laurie Trenary, Timothy DelSole","Skillful statistical prediction of subseasonal temperature by training on dynamical model data",2023,"Environmental Data Science","Cambridge University Press (CUP)","https://doi.org/10.1017/eds.2023.2","",606,"2025-02-06 14:28:58","journal-article","10.1017/eds.2023.2","2634-4602","",2,,,,2,1.00,1,2,2,"Abstract: This paper derives statistical models for predicting wintertime subseasonal temperature over the western US. The statistical models are trained on two separate datasets, namely observations and dynamical model simulations, and are based on least absolute shrinkage and selection operator (lasso). Surprisingly, statistical models trained on dynamical model simulations can predict observations better than observation-trained models. One reason for this is that simulations involve orders of magnitude more data than observational datasets.","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S263446022300002X",""
2,"Beverly Karplus Hartline","Three-Spacecraft Team Probes the Magnetosphere",1980,"Science","American Association for the Advancement of Science (AAAS)","https://doi.org/10.1126/science.207.4430.511","",630,"2025-02-06 14:28:58","journal-article","10.1126/science.207.4430.511","0036-8075","",207,4430,511,513,2,0.04,2,1,45,"","https://www.science.org/doi/pdf/10.1126/science.207.4430.511",""
2,"Brady Lund, Ting Wang","What Does Information Science Offer for Data Science Research?: A Review of Data and Information Ethics Literature",2022,"Journal of Data and Information Science","Walter de Gruyter GmbH","https://doi.org/10.2478/jdis-2022-0018","",635,"2025-02-06 14:28:58","journal-article","10.2478/jdis-2022-0018","2543-683X","",7,4,16,38,2,0.67,1,2,3,"Abstract: This paper reviews literature pertaining to the development of data science as a discipline, current issues with data bias and ethics, and the role that the discipline of information science may play in addressing these concerns. Information science research and researchers have much to offer for data science, owing to their background as transdisciplinary scholars who apply human-centered and social-behavioral perspectives to issues within natural science disciplines. Information science researchers have already contributed to a humanistic approach to data ethics within the literature and an emphasis on data science within information schools all but ensures that this literature will continue to grow in coming decades. This review article serves as a reference for the history, current progress, and potential future directions of data ethics research within the corpus of information science literature.","https://www.sciendo.com/pdf/10.2478/jdis-2022-0018",""
2,"Mark Glickman, Jason Brown, Ryan Song","(A) Data in the Life: Authorship Attribution in Lennon-McCartney Songs",2019,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.130f856e","",683,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.130f856e","","",,,,,2,0.33,1,3,6,"","",""
2,"Todd A. Kuffner, G. Alastair Young","Principled Statistical Inference in Data Science",2018,"Statistical Data Science","WORLD SCIENTIFIC (EUROPE)","https://doi.org/10.1142/9781786345400_0002","",792,"2025-02-06 14:28:58","book-chapter","10.1142/9781786345400_0002","","",,,21,36,2,0.29,1,2,7,"","",""
2,"David R. Hardoon","Is Data Science Education a Jack of all Trades?",2021,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.d1aaf1d7","",826,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.d1aaf1d7","","",,,,,2,0.50,2,1,4,"","",""
2,"Xiao-Li Meng","Information and Uncertainty:  Two Sides of the Same Coin",2020,"Harvard Data Science Review","MIT Press - Journals","https://doi.org/10.1162/99608f92.c108a25b","",847,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.c108a25b","","",,,,,2,0.40,2,1,5,"","",""
2,"Todd A. Kuffner, G. Alastair Young","Principled Statistical Inference in Data Science",2018,"Statistical Data Science","WORLD SCIENTIFIC (EUROPE)","https://doi.org/10.1142/9781786345400_0002","",859,"2025-02-06 14:28:58","book-chapter","10.1142/9781786345400_0002","","",,,21,36,2,0.29,1,2,7,"","",""
2,"Samir Yerpude","Real-Time Data Analytics – A Contemporary Approach Toward Customer Relationship Management",2020,"Data Science and Analytics","Emerald Publishing Limited","https://doi.org/10.1108/978-1-80043-876-720211007","",875,"2025-02-06 14:28:58","book-chapter","10.1108/978-1-80043-876-720211007","","",,,103,116,2,0.40,2,1,5,"","https://www.emerald.com/insight/content/doi/10.1108/978-1-80043-876-720211007/full/html",""
2,"Laura Dabbish, Ben Towne, Jana Diesner, James Herbsleb","Construction of association networks from communication in teams working on complex projects",2011,"Statistical Analysis and Data Mining: The ASA Data Science Journal","Wiley","https://doi.org/10.1002/sam.10135","",876,"2025-02-06 14:28:58","journal-article","10.1002/sam.10135","1932-1864","",4,5,547,563,2,0.14,1,4,14,"Abstract: This paper introduces a semi‐automated method for extracting the associations among components of a complex engineering project by mining transcripts of design discussions about the engineered artifact. We contribute a novel method for deriving network data from communication data. This method uses relational text analysis to construct networks representing associations among designed pieces of the artifact. Our analysis shows that association networks extracted with this method correlate highly with those extracted by humans, and those constructed based on expert interviews. This method can help scholars and practitioners understand the nature and evolution of the relationship between tasks and components, and the successful execution of complex projects. The association networks produced by our method can be used to reveal key properties of the project and may suggest the coordination required among project members. Collaboration technologies could potentially take advantage of these networks to infer gaps in actual coordination, discover changes in dependencies among team members as they emerge, and suggest appropriate courses of action to managers and people whose work is related. © 2011 Wiley Periodicals, Inc. Statistical Analysis and Data Mining 4: 547–563, 2011","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fsam.10135",""
2,"F. Seyed Esmaeili, M. Rostamy-Malkhalifeh","Data Envelopment Analysis with Fixed Inputs, Undesirable Outputs and Negative Data",2017,"Data Envelopment Analysis and Decision Science","ISPACS GmbH","https://doi.org/10.5899/2017/dea-00140","",878,"2025-02-06 14:28:58","journal-article","10.5899/2017/dea-00140","2195-4496","",2017,1,1,6,2,0.25,1,2,8,"","http://www.ispacs.com/journals/dea/2017/dea-00140",""
2,"Paul F. Uhlir","Open Data for Global Science: A Review of Recent Developments in National and International Scientific Data Policies and Related Proposals",2007,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.6.od1","",891,"2025-02-06 14:28:58","journal-article","10.2481/dsj.6.od1","1683-1470","",6,,,,2,0.11,2,1,18,"","https://doi.org/10.2481/dsj.6.OD1",""
2,"R. Stuart Geiger, Dan Sholler, Aaron Culich, Ciera Martinez, Fernando Hoces de la Guardia, Francois Lanusse, Kellie Ottoboni, Marla Stuart, Maryam Vareth, Nelle Varoquaux, Sara Stoudt, Stefan van der Walt","Challenges of Doing Data-Intensive Research in Teams, Labs, and Groups: Report from the BIDS Best Practices in Data Science Series",2018,"","Center for Open Science","https://doi.org/10.31235/osf.io/a7b3m","",894,"2025-02-06 14:28:58","posted-content","10.31235/osf.io/a7b3m","","",,,,,2,0.29,0,12,7,"<p>What are the challenges and best practices for doing data-intensive research in teams, labs, and other groups? This paper reports from a discussion in which researchers from many different disciplines and departments shared their experiences on doing data science in their domains. The issues we discuss range from the technical to the social, including issues with getting on the same computational stack, workflow and pipeline management, handoffs, composing a well-balanced team, dealing with fluid membership, fostering coordination and communication, and not abandoning best practices when deadlines loom. We conclude by reflecting about the extent to which there are universal best practices for all teams, as well as how these kinds of informal discussions around the challenges of doing research can help combat impostor syndrome.</p>","",""
